participant,index,nDistract,redundant,response,setSize,trialType,overinformative
participant014,25,distractors1,orientationredundant,pentagon,setsize09,crit,FALSE
participant014,27,distractors2,orientationredundant,hexagon,setsize06,crit,FALSE
participant014,28,distractors3,orientationredundant,square,setsize09,crit,FALSE
participant014,30,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant014,31,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant014,32,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant014,34,distractors0,orientationredundant,square,setsize03,crit,FALSE
participant014,35,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant014,36,distractors0,orientationredundant,hexagon,setsize06,crit,FALSE
participant014,37,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant014,38,distractors1,orientationredundant,square,setsize03,crit,FALSE
participant014,39,distractors0,orientationredundant,hexagon,setsize16,crit,FALSE
participant014,40,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant014,43,distractors2,orientationredundant,pentagon,setsize09,crit,FALSE
participant014,44,distractors1,orientationredundant,pentagon,setsize03,crit,FALSE
participant014,45,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant014,46,distractors0,orientationredundant,circle,setsize09,crit,FALSE
participant014,47,distractors0,orientationredundant,pentagon,setsize09,crit,FALSE
participant014,48,distractors0,orientationredundant,hexagon,setsize16,crit,FALSE
participant014,49,distractors4,orientationredundant,hexagon,setsize09,crit,FALSE
participant014,50,distractors4,orientationredundant,square,setsize09,crit,FALSE
participant015,4,distractors3,colorredundant,six sides,setsize09,crit,FALSE
participant015,5,distractors3,colorredundant,no corners,setsize09,crit,FALSE
participant015,6,distractors0,colorredundant,green six sided,setsize16,crit,TRUE
participant015,7,distractors1,colorredundant,5 sided,setsize03,crit,FALSE
participant015,9,distractors4,colorredundant,5 sides green,setsize09,crit,TRUE
participant015,10,distractors0,colorredundant,5 sides green,setsize16,crit,TRUE
participant015,11,distractors1,colorredundant,5 sides green,setsize03,crit,TRUE
participant015,12,distractors3,colorredundant,6 sides green,setsize06,crit,TRUE
participant015,13,distractors0,colorredundant,no corners blue,setsize16,crit,TRUE
participant015,14,distractors3,colorredundant,no corners green,setsize06,crit,TRUE
participant015,16,distractors2,colorredundant,5 sides blue,setsize09,crit,TRUE
participant015,17,distractors0,colorredundant,5 sides green,setsize16,crit,TRUE
participant015,18,distractors2,colorredundant,no corners green,setsize06,crit,TRUE
participant015,20,distractors0,colorredundant,no corners blue,setsize03,crit,TRUE
participant015,21,distractors0,colorredundant,6 sides blue,setsize09,crit,TRUE
participant015,23,distractors0,colorredundant,5 sides blue,setsize16,crit,TRUE
participant015,25,distractors1,colorredundant,5 sides blue,setsize06,crit,TRUE
participant015,26,distractors0,colorredundant,6 sides blue,setsize06,crit,TRUE
participant015,28,distractors0,colorredundant,no corners green,setsize03,crit,TRUE
participant015,31,distractors1,colorredundant,6 sides blue,setsize09,crit,TRUE
participant015,32,distractors0,colorredundant,no corners green,setsize16,crit,TRUE
participant015,33,distractors2,colorredundant,no corners green,setsize09,crit,TRUE
participant015,34,distractors4,colorredundant,6 sides green,setsize06,crit,TRUE
participant015,35,distractors1,colorredundant,5 sides green,setsize06,crit,TRUE
participant015,37,distractors0,colorredundant,4 sides blue,setsize09,crit,TRUE
participant015,38,distractors0,colorredundant,no corners green,setsize16,crit,TRUE
participant015,40,distractors4,colorredundant,5 sides blue,setsize09,crit,TRUE
participant015,41,distractors4,colorredundant,no corners  blue,setsize06,crit,TRUE
participant015,43,distractors0,colorredundant,6 sides green,setsize16,crit,TRUE
participant015,44,distractors0,colorredundant,no corners blue,setsize16,crit,TRUE
participant015,46,distractors2,colorredundant,6 sides green,setsize06,crit,TRUE
participant015,47,distractors0,colorredundant,no corners blue,setsize16,crit,TRUE
participant015,49,distractors1,colorredundant,no corners green,setsize09,crit,TRUE
participant015,50,distractors0,colorredundant,6 sides blue,setsize06,crit,TRUE
participant017,5,distractors4,orientationredundant,hexagonal shape with horizontal stripes,setsize06,crit,TRUE
participant017,6,distractors4,orientationredundant,square with vertical stripes,setsize09,crit,TRUE
participant017,7,distractors1,orientationredundant,circle with horizontal stripes,setsize09,crit,TRUE
participant017,8,distractors3,orientationredundant,hexagon with veritcal stripes,setsize06,crit,TRUE
participant017,9,distractors2,orientationredundant,circle with vertical stripes,setsize09,crit,TRUE
participant017,10,distractors0,orientationredundant,circle with vertical stripes,setsize16,crit,TRUE
participant017,11,distractors0,orientationredundant,square with vertical stripes,setsize06,crit,TRUE
participant017,12,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant017,14,distractors0,orientationredundant,hexagonal shape with horizontal stripes,setsize16,crit,TRUE
participant017,18,distractors0,orientationredundant,hexagonal shape with horizontal stripes,setsize16,crit,TRUE
participant017,19,distractors0,orientationredundant,pentagon with vertical stripes,setsize16,crit,TRUE
participant017,20,distractors0,orientationredundant,hexagonal shape with vertical stripes,setsize03,crit,TRUE
participant017,22,distractors0,orientationredundant,pentagon with horizontal stripes,setsize16,crit,TRUE
participant017,23,distractors1,orientationredundant,square with horizontal stripes,setsize06,crit,TRUE
participant017,24,distractors2,orientationredundant,square with vertical stripes,setsize09,crit,TRUE
participant017,25,distractors1,orientationredundant,square with vertical stripes,setsize03,crit,TRUE
participant017,28,distractors2,orientationredundant,square with vertical stripes,setsize06,crit,TRUE
participant017,29,distractors0,orientationredundant,circle with horizontal stripes,setsize16,crit,TRUE
participant017,31,distractors1,orientationredundant,hexagon with vertical stripes,setsize06,crit,TRUE
participant017,33,distractors3,orientationredundant,hexagonal shape with horizontal stripes,setsize09,crit,TRUE
participant017,34,distractors3,orientationredundant,square with vertical stripes,setsize06,crit,TRUE
participant017,35,distractors0,orientationredundant,pentagon with vertical stripes,setsize03,crit,TRUE
participant017,36,distractors4,orientationredundant,circle with horizontal stripes,setsize09,crit,TRUE
participant017,37,distractors0,orientationredundant,square with vertical stripes,setsize16,crit,TRUE
participant017,38,distractors0,orientationredundant,hexagonal shape with horizontal stripes,setsize16,crit,TRUE
participant017,39,distractors3,orientationredundant,square with horizontal stripes,setsize09,crit,TRUE
participant017,41,distractors0,orientationredundant,hexagonal shape with horizontal stripes,setsize09,crit,TRUE
participant017,42,distractors2,orientationredundant,circle with vertical stripes,setsize06,crit,TRUE
participant017,44,distractors0,orientationredundant,pentagon with vertical stripes,setsize06,crit,TRUE
participant017,45,distractors1,orientationredundant,square with horizontal stripes,setsize09,crit,TRUE
participant017,46,distractors0,orientationredundant,circle with horizontal stripes,setsize16,crit,TRUE
participant017,47,distractors4,orientationredundant,square with horizontal stripes,setsize06,crit,TRUE
participant017,48,distractors0,orientationredundant,circle with vertical stripes,setsize09,crit,TRUE
participant017,50,distractors1,orientationredundant,square with vertical stripes,setsize03,crit,TRUE
participant018,5,distractors0,colorredundant,6 sided green shape,setsize09,crit,TRUE
participant018,6,distractors2,colorredundant,blue pentagon,setsize06,crit,TRUE
participant018,7,distractors0,colorredundant,green 6 sided shape,setsize16,crit,TRUE
participant018,8,distractors0,colorredundant,green square,setsize16,crit,TRUE
participant018,9,distractors4,colorredundant,blue circle,setsize09,crit,TRUE
participant018,10,distractors3,colorredundant,blue 5 side shape,setsize06,crit,TRUE
participant018,11,distractors1,colorredundant,green 5 sided shape,setsize09,crit,TRUE
participant018,12,distractors1,colorredundant,blue circle,setsize03,crit,TRUE
participant018,14,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant018,15,distractors0,colorredundant,green square,setsize09,crit,TRUE
participant018,17,distractors4,colorredundant,green 5 sided shape,setsize06,crit,TRUE
participant018,18,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant018,20,distractors0,colorredundant,green 5 sided shape,setsize16,crit,TRUE
participant018,21,distractors1,colorredundant,blue 6 sided shape,setsize09,crit,TRUE
participant018,22,distractors4,colorredundant,blue 5 sided shape,setsize09,crit,TRUE
participant018,23,distractors3,colorredundant,blue circle,setsize09,crit,TRUE
participant018,24,distractors0,colorredundant,green 5 sided shape,setsize06,crit,TRUE
participant018,25,distractors3,colorredundant,blue square,setsize06,crit,TRUE
participant018,26,distractors0,colorredundant,blue 5 sided shape,setsize16,crit,TRUE
participant018,29,distractors0,colorredundant,blue 6 sided shape,setsize16,crit,TRUE
participant018,31,distractors0,colorredundant,blue 5 sided shape,setsize06,crit,TRUE
participant018,33,distractors1,colorredundant,green 6 sided shape,setsize03,crit,TRUE
participant018,34,distractors2,colorredundant,blue circle,setsize06,crit,TRUE
participant018,35,distractors1,colorredundant,green circle,setsize06,crit,TRUE
participant018,36,distractors0,colorredundant,green square,setsize03,crit,TRUE
participant018,37,distractors0,colorredundant,blue square,setsize03,crit,TRUE
participant018,38,distractors0,colorredundant,green 5 sided shape,setsize16,crit,TRUE
participant018,39,distractors2,colorredundant,blue 6 sided shape,setsize09,crit,TRUE
participant018,40,distractors2,colorredundant,green circle,setsize09,crit,TRUE
participant018,42,distractors0,colorredundant,blue circle,setsize16,crit,TRUE
participant018,45,distractors4,colorredundant,green 6 sided shape,setsize06,crit,TRUE
participant018,46,distractors0,colorredundant,green pentagon,setsize16,crit,TRUE
participant018,47,distractors3,colorredundant,green 6 sided shape,setsize09,crit,TRUE
participant018,48,distractors1,colorredundant,blue pentagon,setsize06,crit,TRUE
participant019,4,distractors0,colorredundant,5 sides,setsize03,crit,FALSE
participant019,5,distractors4,colorredundant,6 sides,setsize09,crit,FALSE
participant019,6,distractors4,colorredundant,like a ball,setsize06,crit,TRUE
participant019,7,distractors3,colorredundant,4 sides,setsize06,crit,FALSE
participant019,8,distractors1,colorredundant,blue more than 4 sides,setsize03,crit,TRUE
participant019,10,distractors1,colorredundant,5 sides,setsize06,crit,FALSE
participant019,11,distractors0,colorredundant,5 sides,setsize06,crit,FALSE
participant019,12,distractors1,colorredundant,4 sides,setsize09,crit,FALSE
participant019,18,distractors0,colorredundant,5 sides,setsize03,crit,FALSE
participant019,19,distractors0,colorredundant,5 sides,setsize09,crit,FALSE
participant019,20,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,22,distractors2,colorredundant,5 sides,setsize09,crit,FALSE
participant019,23,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,27,distractors0,colorredundant,4 sides,setsize09,crit,FALSE
participant019,28,distractors2,colorredundant,5 sides,setsize06,crit,FALSE
participant019,29,distractors0,colorredundant,6 sides,setsize16,crit,FALSE
participant019,30,distractors0,colorredundant,6 sides,setsize16,crit,FALSE
participant019,31,distractors1,colorredundant,blue ball,setsize06,crit,TRUE
participant019,33,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,35,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,36,distractors1,colorredundant,green like a ball,setsize09,crit,TRUE
participant019,37,distractors0,colorredundant,6 sides,setsize16,crit,FALSE
participant019,38,distractors4,colorredundant,5 sides,setsize09,crit,FALSE
participant019,39,distractors3,colorredundant,4 sides,setsize09,crit,FALSE
participant019,40,distractors0,colorredundant,green like a ball,setsize06,crit,TRUE
participant019,41,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,42,distractors2,colorredundant,blue ball,setsize09,crit,TRUE
participant019,43,distractors0,colorredundant,5 sides,setsize16,crit,FALSE
participant019,44,distractors0,colorredundant,4 sides,setsize16,crit,FALSE
participant019,45,distractors4,colorredundant,6 sides,setsize06,crit,FALSE
participant019,46,distractors3,colorredundant,green like a ball,setsize06,crit,TRUE
participant019,47,distractors2,colorredundant,green like a ball,setsize06,crit,TRUE
participant019,49,distractors3,colorredundant,4 sides,setsize09,crit,FALSE
participant019,50,distractors1,colorredundant,6 sides,setsize03,crit,FALSE
participant020,5,distractors4,orientationredundant,shapes has 5 sides and 5 points,setsize06,crit,TRUE
participant020,7,distractors4,orientationredundant,4 sides,setsize06,crit,FALSE
participant020,8,distractors4,orientationredundant,4 sides,setsize09,crit,FALSE
participant020,10,distractors2,orientationredundant,5 sided shape,setsize06,crit,FALSE
participant020,11,distractors1,orientationredundant,"5 sides and 5 points, line straight down",setsize09,crit,TRUE
participant020,15,distractors0,orientationredundant,4 sided shape with line going across,setsize16,crit,TRUE
participant020,18,distractors3,orientationredundant,round shape with lines going downwards,setsize09,crit,TRUE
participant020,20,distractors1,orientationredundant,has 4 sides and stripes going across,setsize06,crit,TRUE
participant020,22,distractors0,orientationredundant,has 5 sides and lines going down,setsize16,crit,TRUE
participant020,23,distractors0,orientationredundant,5 sides and lines going across inside,setsize03,crit,TRUE
participant020,24,distractors0,orientationredundant,round shape with across,setsize16,crit,TRUE
participant020,26,distractors0,orientationredundant,6 sides and lines going down,setsize16,crit,TRUE
participant020,27,distractors0,orientationredundant,has 4 corners and sides and lines going across,setsize16,crit,TRUE
participant020,29,distractors3,orientationredundant,5 sided shape with lines going across,setsize06,crit,TRUE
participant020,30,distractors0,orientationredundant,round shape with line inside going across,setsize09,crit,TRUE
participant020,31,distractors0,orientationredundant,round with lines going across,setsize16,crit,TRUE
participant020,32,distractors1,orientationredundant,rounded shapes with lines going downwards,setsize06,crit,TRUE
participant020,33,distractors1,orientationredundant,6 sides and 6 corners. lines going across,setsize03,crit,TRUE
participant020,34,distractors2,orientationredundant,4 sided shape with stripes going across,setsize09,crit,TRUE
participant020,36,distractors0,orientationredundant,rounded shape with lines going across,setsize16,crit,TRUE
participant020,38,distractors0,orientationredundant,round shape with lines going downwards,setsize03,crit,TRUE
participant020,39,distractors0,orientationredundant,5 sided shape that has stripes across the inside,setsize09,crit,TRUE
participant020,42,distractors2,orientationredundant,4 sided shape with stripes going across,setsize09,crit,TRUE
participant020,43,distractors4,orientationredundant,5 sided shape with lines going downwards,setsize09,crit,TRUE
participant020,45,distractors0,orientationredundant,shape with 6 sides and stripes going downwards,setsize06,crit,TRUE
participant020,47,distractors0,orientationredundant,4 sides and downwards stripes,setsize16,crit,TRUE
participant020,48,distractors1,orientationredundant,4 sides and 4 corners with stripes going across the inside,setsize09,crit,TRUE
participant020,49,distractors0,orientationredundant,rounded shape with stripes going across the inside,setsize06,crit,TRUE
participant020,50,distractors1,orientationredundant,4 sided shape with stripes going downwards,setsize03,crit,TRUE
participant021,4,distractors2,orientationredundant,hexagon with lines,setsize06,crit,FALSE
participant021,5,distractors4,orientationredundant,pentagon with horizontal lines,setsize09,crit,TRUE
participant021,10,distractors1,orientationredundant,square horizontal,setsize06,crit,TRUE
participant021,13,distractors3,orientationredundant,hexagon horizontal lines,setsize06,crit,TRUE
participant021,14,distractors0,orientationredundant,circle horizontal lines,setsize09,crit,TRUE
participant021,15,distractors3,orientationredundant,pentagon horizontal,setsize06,crit,TRUE
participant021,16,distractors3,orientationredundant,suqare horizontal lines,setsize09,crit,TRUE
participant021,17,distractors1,orientationredundant,hexagon vertical lines,setsize06,crit,TRUE
participant021,18,distractors1,orientationredundant,hexagon vertical,setsize03,crit,TRUE
participant021,19,distractors0,orientationredundant,circle horizontal lines,setsize16,crit,TRUE
participant021,22,distractors3,orientationredundant,circle vertical lines,setsize09,crit,TRUE
participant021,23,distractors2,orientationredundant,circle vertical lines,setsize06,crit,TRUE
participant021,24,distractors0,orientationredundant,circle horizontal lines,setsize06,crit,TRUE
participant021,25,distractors0,orientationredundant,circle horizontal lines,setsize16,crit,TRUE
participant021,27,distractors1,orientationredundant,pentagon vertical lines,setsize09,crit,TRUE
participant021,28,distractors2,orientationredundant,pentagon horizontal lines,setsize09,crit,TRUE
participant021,29,distractors0,orientationredundant,square horizonal lines,setsize06,crit,TRUE
participant021,30,distractors0,orientationredundant,square horizontal lines,setsize16,crit,TRUE
participant021,31,distractors0,orientationredundant,hexagon horizontal lines,setsize16,crit,TRUE
participant021,32,distractors0,orientationredundant,pentagon vertical lines,setsize16,crit,TRUE
participant021,33,distractors1,orientationredundant,hexagon,setsize03,crit,FALSE
participant021,34,distractors2,orientationredundant,hexagon,setsize09,crit,FALSE
participant021,35,distractors0,orientationredundant,sqaure,setsize16,crit,FALSE
participant021,36,distractors0,orientationredundant,hexagon,setsize09,crit,FALSE
participant021,39,distractors0,orientationredundant,square,setsize03,crit,FALSE
participant021,41,distractors0,orientationredundant,hexagon vertical lines,setsize16,crit,TRUE
participant021,42,distractors1,orientationredundant,square,setsize09,crit,FALSE
participant021,43,distractors4,orientationredundant,circle,setsize09,crit,FALSE
participant021,44,distractors4,orientationredundant,pentagon,setsize06,crit,FALSE
participant021,46,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant021,48,distractors0,orientationredundant,hexagon horizontal lines,setsize16,crit,TRUE
participant021,49,distractors0,orientationredundant,square,setsize03,crit,FALSE
participant022,4,distractors2,colorredundant,the shape with 6 sides,setsize06,crit,FALSE
participant022,6,distractors0,colorredundant,the green shape,setsize06,crit,FALSE
participant022,7,distractors0,colorredundant,the round shape,setsize16,crit,FALSE
participant022,8,distractors0,colorredundant,the blue shape with 6 sides,setsize16,crit,TRUE
participant022,9,distractors4,colorredundant,the green four-sided shape,setsize09,crit,TRUE
participant022,10,distractors1,colorredundant,"the round, green shape",setsize09,crit,TRUE
participant022,11,distractors3,colorredundant,the blue round shape.,setsize09,crit,TRUE
participant022,12,distractors1,colorredundant,the blue six sided shape,setsize03,crit,TRUE
participant022,13,distractors2,colorredundant,the blue six sided shape,setsize06,crit,TRUE
participant022,14,distractors2,colorredundant,the green four sided shape,setsize09,crit,TRUE
participant022,15,distractors0,colorredundant,the blue six sided shape,setsize09,crit,TRUE
participant022,16,distractors0,colorredundant,the blue five sided shape.,setsize16,crit,TRUE
participant022,19,distractors0,colorredundant,"the round, blue shape",setsize03,crit,TRUE
participant022,20,distractors0,colorredundant,"the green, four sided shape.",setsize16,crit,TRUE
participant022,22,distractors4,colorredundant,the green six sided shape.,setsize06,crit,TRUE
participant022,24,distractors0,colorredundant,"the green, four sided shape.",setsize16,crit,TRUE
participant022,25,distractors4,colorredundant,"the green, six sided shape.",setsize09,crit,TRUE
participant022,26,distractors0,colorredundant,"the blue, four sided shape.",setsize16,crit,TRUE
participant022,29,distractors1,colorredundant,the five sided green shape,setsize06,crit,TRUE
participant022,30,distractors3,colorredundant,the four sided blue shape.,setsize06,crit,TRUE
participant022,31,distractors0,colorredundant,the six sided blue shape.,setsize16,crit,TRUE
participant022,32,distractors0,colorredundant,the five sided green shape.,setsize09,crit,TRUE
participant022,33,distractors1,colorredundant,the six sided blue shape.,setsize09,crit,TRUE
participant022,34,distractors0,colorredundant,the five sided green shape.,setsize16,crit,TRUE
participant022,35,distractors3,colorredundant,the four sided green shape.,setsize09,crit,TRUE
participant022,36,distractors0,colorredundant,the six sided blue shape.,setsize06,crit,TRUE
participant022,37,distractors1,colorredundant,the six sided green shape.,setsize03,crit,TRUE
participant022,40,distractors4,colorredundant,the six sided green shape.,setsize06,crit,TRUE
participant022,41,distractors2,colorredundant,"the round, blue shape.",setsize09,crit,TRUE
participant022,42,distractors0,colorredundant,the six sided green shape.,setsize16,crit,TRUE
participant022,43,distractors0,colorredundant,the blue shape.,setsize16,crit,TRUE
participant022,46,distractors3,colorredundant,the six sided blue shape.,setsize06,crit,TRUE
participant022,48,distractors1,colorredundant,the four sided green shape.,setsize06,crit,TRUE
participant022,50,distractors0,colorredundant,the blue shape.,setsize03,crit,TRUE
participant023,4,distractors0,orientationredundant,hexagon with horizontal lines,setsize16,crit,TRUE
participant023,5,distractors4,orientationredundant,"hexagon, horizontal lines",setsize09,crit,TRUE
participant023,8,distractors0,orientationredundant,"hexagon, vertical lines ",setsize16,crit,TRUE
participant023,9,distractors2,orientationredundant,"hexagon, horizontal lines",setsize06,crit,TRUE
participant023,10,distractors3,orientationredundant,"hexagon, vertical lines ",setsize09,crit,TRUE
participant023,11,distractors1,orientationredundant,"pentagon, vertical lines ",setsize09,crit,TRUE
participant023,12,distractors4,orientationredundant,"pentagon, vertical lines ",setsize06,crit,TRUE
participant023,13,distractors0,orientationredundant,"hexagon, vertical lines ",setsize16,crit,TRUE
participant023,14,distractors1,orientationredundant,"circle, horizontal lines",setsize09,crit,TRUE
participant023,15,distractors0,orientationredundant,"circle, vertical lines ",setsize16,crit,TRUE
participant023,16,distractors0,orientationredundant,"hexagon, vertical lines ",setsize16,crit,TRUE
participant023,20,distractors3,orientationredundant,"square, horizontal lines",setsize09,crit,TRUE
participant023,21,distractors0,orientationredundant,"square, vertical lines ",setsize16,crit,TRUE
participant023,22,distractors1,orientationredundant,"square, vertical lines ",setsize03,crit,TRUE
participant023,23,distractors0,orientationredundant,"square, vertical lines ",setsize09,crit,TRUE
participant023,25,distractors0,orientationredundant,"hexagon, vertical lines ",setsize16,crit,TRUE
participant023,26,distractors2,orientationredundant,"square, horizontal lines ",setsize09,crit,TRUE
participant023,27,distractors2,orientationredundant,"square, horizontal lines ",setsize09,crit,TRUE
participant023,29,distractors3,orientationredundant,"pentagon, vertical lines ",setsize06,crit,TRUE
participant023,30,distractors1,orientationredundant,"circle, horizontal lines ",setsize06,crit,TRUE
participant023,31,distractors4,orientationredundant,"square, horizontal lines ",setsize09,crit,TRUE
participant023,33,distractors3,orientationredundant,"circle, vertical lines ",setsize06,crit,TRUE
participant023,35,distractors0,orientationredundant,"square, horizontal lines ",setsize16,crit,TRUE
participant023,36,distractors1,orientationredundant,"pentagon, vertical lines ",setsize03,crit,TRUE
participant023,37,distractors0,orientationredundant,"circle, vertical lines ",setsize03,crit,TRUE
participant023,38,distractors4,orientationredundant,"square, horizontal lines ",setsize06,crit,TRUE
participant023,40,distractors0,orientationredundant,"circle, vertical lines ",setsize06,crit,TRUE
participant023,43,distractors0,orientationredundant,"hexagon, vertical lines ",setsize09,crit,TRUE
participant023,45,distractors0,orientationredundant,"pentagon, vertical lines ",setsize03,crit,TRUE
participant023,46,distractors2,orientationredundant,"circle, vertical lines ",setsize06,crit,TRUE
participant023,47,distractors0,orientationredundant,"circle, horizontal lines ",setsize06,crit,TRUE
participant023,48,distractors0,orientationredundant,"pentagon, horizontal lines ",setsize16,crit,TRUE
participant023,49,distractors1,orientationredundant,"square, vertical lines ",setsize06,crit,TRUE
participant023,50,distractors0,orientationredundant,"circle, vertical lines ",setsize16,crit,TRUE
participant024,5,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant024,6,distractors4,orientationredundant,square,setsize06,crit,FALSE
participant024,7,distractors4,orientationredundant,circle,setsize09,crit,FALSE
participant024,8,distractors4,orientationredundant,hexagon,setsize09,crit,FALSE
participant024,9,distractors1,orientationredundant,pentagon,setsize09,crit,FALSE
participant024,10,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant024,12,distractors4,orientationredundant,pentagon,setsize06,crit,FALSE
participant024,13,distractors3,orientationredundant,pentagon,setsize06,crit,FALSE
participant024,14,distractors0,orientationredundant,pentagon black stripes,setsize09,crit,TRUE
participant024,16,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant024,18,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant024,20,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant024,21,distractors2,orientationredundant,square,setsize06,crit,FALSE
participant024,23,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant024,24,distractors1,orientationredundant,pentagon,setsize03,crit,FALSE
participant024,27,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant024,28,distractors1,orientationredundant,square,setsize03,crit,FALSE
participant024,29,distractors2,orientationredundant,hexagon,setsize09,crit,FALSE
participant024,31,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant024,32,distractors2,orientationredundant,circle,setsize09,crit,FALSE
participant024,33,distractors0,orientationredundant,circle,setsize16,crit,FALSE
participant024,35,distractors0,orientationredundant,hexagon,setsize03,crit,FALSE
participant024,37,distractors0,orientationredundant,pentagon,setsize06,crit,FALSE
participant024,38,distractors0,orientationredundant,hexagon,setsize03,crit,FALSE
participant024,39,distractors1,orientationredundant,square,setsize06,crit,FALSE
participant024,40,distractors2,orientationredundant,hexagon,setsize06,crit,FALSE
participant024,41,distractors0,orientationredundant,pentagon,setsize09,crit,FALSE
participant024,42,distractors3,orientationredundant,square,setsize09,crit,FALSE
participant024,44,distractors0,orientationredundant,pentagon,setsize16,crit,FALSE
participant024,45,distractors0,orientationredundant,hexagon,setsize06,crit,FALSE
participant024,47,distractors3,orientationredundant,square,setsize09,crit,FALSE
participant024,48,distractors0,orientationredundant,square,setsize16,crit,FALSE
participant024,49,distractors1,orientationredundant,pentagon,setsize09,crit,FALSE
participant025,4,distractors4,colorredundant,the only square,setsize09,crit,FALSE
participant025,5,distractors4,colorredundant,the circle,setsize06,crit,FALSE
participant025,7,distractors0,colorredundant,only blue shape,setsize16,crit,FALSE
participant025,9,distractors0,colorredundant,green shape,setsize03,crit,FALSE
participant025,10,distractors3,colorredundant,green square,setsize09,crit,TRUE
participant025,11,distractors1,colorredundant,blue hexagon,setsize09,crit,TRUE
participant025,13,distractors3,colorredundant,circle,setsize06,crit,FALSE
participant025,14,distractors0,colorredundant,circle,setsize06,crit,FALSE
participant025,15,distractors2,colorredundant,square,setsize06,crit,FALSE
participant025,16,distractors1,colorredundant,circle,setsize06,crit,FALSE
participant025,17,distractors1,colorredundant,square,setsize03,crit,FALSE
participant025,19,distractors4,colorredundant,pentagon,setsize06,crit,FALSE
participant025,21,distractors0,colorredundant,blue square,setsize16,crit,TRUE
participant025,22,distractors0,colorredundant,blue pentagon,setsize06,crit,TRUE
participant025,23,distractors0,colorredundant,green hexagon,setsize16,crit,TRUE
participant025,24,distractors1,colorredundant,circle,setsize06,crit,FALSE
participant025,25,distractors1,colorredundant,green hexagon,setsize09,crit,TRUE
participant025,26,distractors0,colorredundant,square,setsize16,crit,FALSE
participant025,27,distractors3,colorredundant,hexagon,setsize09,crit,FALSE
participant025,28,distractors0,colorredundant,circle,setsize16,crit,FALSE
participant025,29,distractors0,colorredundant,blue shape,setsize09,crit,FALSE
participant025,31,distractors4,colorredundant,square,setsize09,crit,FALSE
participant025,32,distractors3,colorredundant,pentagon,setsize06,crit,FALSE
participant025,34,distractors2,colorredundant,pentagon,setsize09,crit,FALSE
participant025,35,distractors0,colorredundant,circle,setsize03,crit,FALSE
participant025,36,distractors2,colorredundant,pentagon,setsize06,crit,FALSE
participant025,38,distractors0,colorredundant,hexagon,setsize16,crit,FALSE
participant025,39,distractors0,colorredundant,square,setsize09,crit,FALSE
participant025,40,distractors0,colorredundant,pentagon,setsize16,crit,FALSE
participant025,42,distractors0,colorredundant,blue pentagon,setsize16,crit,TRUE
participant025,43,distractors0,colorredundant,green hexagon,setsize16,crit,TRUE
participant025,44,distractors1,colorredundant,square,setsize03,crit,FALSE
participant025,45,distractors2,colorredundant,hexagon,setsize09,crit,FALSE
participant025,49,distractors0,colorredundant,circle,setsize16,crit,FALSE
participant026,4,distractors0,orientationredundant,the pentagon (5 sides) with vertical black stripes,setsize03,crit,TRUE
participant026,5,distractors0,orientationredundant,the pentagon (5 sides) with horizontal back stripes,setsize16,crit,TRUE
participant026,6,distractors1,orientationredundant,the circle with vertical black stripes,setsize03,crit,TRUE
participant026,7,distractors0,orientationredundant,the square (4 sides) with horizontal black stripes,setsize16,crit,TRUE
participant026,8,distractors2,orientationredundant,the square with horizontal grey stripes,setsize06,crit,TRUE
participant026,10,distractors0,orientationredundant,the circle with horizontal grey stripes,setsize09,crit,TRUE
participant026,11,distractors0,orientationredundant,the circle with horizontal grey stripes,setsize16,crit,TRUE
participant026,13,distractors1,orientationredundant,the circle with vertical black lines,setsize09,crit,TRUE
participant026,14,distractors1,orientationredundant,the pentagon (six sides) with horizontal grey stripes,setsize06,crit,TRUE
participant026,18,distractors1,orientationredundant,the square with horizontal grey lines,setsize09,crit,TRUE
participant026,20,distractors0,orientationredundant,the square with horizontal grey stripes,setsize03,crit,TRUE
